id,i_dialog,i_utterance,speaker,utterance
1437,140,3,Ross,"Okay, okay, I was typing names into the library computer earlier, y?know-y?know for fun, and I typed mine in and guess what came up?"
1438,140,4,Ross,My doctoral dissertation!
1439,140,5,Ross,It?s here!
1440,140,6,Ross,"Yeah, it?s right-it?s right down here!"
1441,140,7,Ross,In the biggest library in the university!
1442,140,8,Chandler,Wow that?s actually pretty cool.
1443,140,9,Supervisor,We don?t need any toner.
1444,140,10,Phoebe,"Oh okay, well I?m sorry to bother you. Bye-bye.  Yeah you?re right, this is easy."
1445,140,11,Supervisor,"Okay, what was wrong with that call?"
1446,140,12,Phoebe,"Oh well, all right?um, no offense, but you were kind of rude."
1447,140,13,Supervisor,"They?re always going to tell you they don?t need toner, but that?s okay because whatever they say, you can find the answer to it here in this script."
1448,140,14,Phoebe,Oh.
1449,140,15,Supervisor,"So, I think you?re ready to sell toner, do you have any last questions?"
1450,140,16,Phoebe,"No.  Oh wait yes! I do, I do have one question. What is toner?"
1451,141,0,Joey,Hello?
1452,141,1,Ross,"Joey! Hey, I need to talk to Charlie. Is she there?"
1453,141,2,Joey,No. no... eh... she went shopping with Rachel. Why? What's up?
1454,141,3,Ross,I'm meeting with professor Sherman about my being the keynote speaker...
1455,141,4,Joey,Oh! How's it going?
1456,141,5,Ross,"It could be better! He, uhm... he fell asleep!"
1457,141,6,Joey,What!? But I already bought my ticket to Bermuda!
1458,141,7,Ross,Barbados.
1459,141,8,Joey,"Fine, I'll rent a car and drive...! Ross, you have to get that job!"
1460,141,9,Ross,What am I supposed to do?
1461,141,10,Ross,He's out cold!
1462,141,11,Ross,In fact he was just talking in his sleep before and evidently he wants someone named Fran to spank him harder.
1463,141,12,Joey,"Well, just wake him up!"
1464,141,13,Ross,I can't! If he realizes that
1465,141,14,Joey,Uh!
1466,141,15,Joey,That's a tough one.
1467,141,16,Joey,Oh!
1468,141,17,Joey,"Wait a minute, this happened to me before!"
1469,141,18,Joey,"Yeah, I was auditioning for a play and the producer fell asleep and...  no wait a minute... it was"
1470,142,0,Rachel,Okay.
1471,142,1,Monica,We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing.
1472,142,2,Monica,"We got some trashy magazines, we got cookie dough, we got"
1473,142,3,Phoebe,Ooh! Ooh! And I brought
1474,142,4,Monica,"Uh, Rach, it's the"
1475,142,5,Rachel,"Oh, God, ask them what they want."
1476,142,6,Monica,Could you please tell me what this is in reference to?
1477,142,7,Monica,"Yes, hold on."
1478,142,8,Monica,"Um, they say there's been some unusual activity on your account."
1479,142,9,Rachel,But I haven't used my card in weeks!
1480,142,10,Monica,That
1481,142,11,Rachel,They wanna know if I'm okay.
1482,142,12,Rachel,"Okay.. they wanna know if I'm okay, okay, let's see."
1483,142,13,Rachel,"Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee!"
1484,142,14,Rachel,And it's not even for me!
1485,142,15,Rachel,"So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?"
1486,142,16,Monica,"Uh- Rachel has left the building, can you call back?"
1487,142,17,Rachel,"Alright, c'mon!  Let's play"
1488,143,0,Phoebe,Hi Geller-Bing residence. How can I help?
1489,143,1,Monica,"Phoebe, why is there a dog in our apartment?"
1490,143,2,Phoebe,"I'm sorry, who's this?"
1491,143,3,Monica,"Phoebe, there's a dog sitting on my couch!"
1492,143,4,Chandler,"Tell her, I'm allergic, and I will sue!"
1493,143,5,Phoebe,"No, there's no dog here?"
1494,143,6,Monica,Yes there is!
1495,143,7,Monica,He's black and white and shaggy and [Cut to Monica?s apartment] he's sitting next to Rachel and licking Rachel's hand.
1496,143,8,Phoebe,Oh my god! Where are you?
1497,143,9,Phoebe,Oh hey!
1498,143,10,Joey,"I?ll be playing Drake Ramoray?s twin brother, Stryker!"
1499,143,11,Monica,Oooh!
1500,143,12,Rachel,I get to hire my own assistant!
1501,143,13,Phoebe,Ahhh!!
1502,143,14,Joey,Well?I got a head rush from standing up too fast right there.
1503,144,0,Ross,Guess who?
1504,144,1,Rachel,Hey.
1505,144,2,Ross,"Hey, I just realized we kinda left some stuff up in the air"
1506,144,3,Rachel,"What do you think Monica meant when she said she didn?t want to talk, especially with me?"
1507,144,4,Rachel,"I mean, why not especially you and me?"
1508,144,5,Rachel,We were both out there kissing.
1509,144,6,Ross,Still thinking about it huh?
1510,144,7,Rachel,"Come on! Serious-ser-ser-seriously, what did she mean by that?  Especially you!"
1511,144,8,Ross,"Oh, who cares?"
1512,144,9,Rachel,I care!
1513,144,10,Ross,And so do I.
1514,144,11,Rachel,"Y?know what, I-I have to go talk to her, would you let me just get changed?"
1515,144,12,Ross,Okay. Sure.
1516,144,13,Rachel,Am I
1517,144,14,Ross,No!
1518,145,0,Rachel,How can you not remember us kissing?!
1519,145,1,Melissa,I don?t know. I don?t remember a lot of things that never happened.
1520,145,2,Rachel,Wh? Come on! Remember? We were on the sleeping porch! We couldn?t stop giggling? And our coconuts kept knockin? together?
1521,145,3,Phoebe,"Oh, somewhere Joey?s head is exploding."
1522,145,4,Rachel,"Yeah?but come on?Listen, I?m sorry I don?t want to make you uncomfortable, but I told Phoebe that it happened and she doesn?t believe me."
1523,145,5,Melissa,I?m sorry Ray-ray.
1524,145,6,Melissa,I mean if I thought it happened I would say it.
1525,145,7,Melissa,Maybe I passed out and you did stuff to me while I was sleeping.
1526,145,8,Rachel,No!!
1527,145,9,Phoebe,"Rachel, it?s okay."
1528,145,10,Phoebe,You don?t have to do this.
1529,145,11,Phoebe,I believe you.
1530,145,12,Phoebe,All right?
1531,145,13,Phoebe,"Okay, if-if you say that you kissed Melissa, then you kissed Melissa."
1532,145,14,Rachel,Thank you Phoebe.
1533,145,15,Melissa,She didn?t.
1534,145,16,Rachel,"Oh, come on!"
1535,145,17,Ross,"I was barefoot. Now tell me, the toilet thing is the only thing you taught him right?"
1536,145,18,Rachel,Yes.
1537,146,0,Ross,Hey!
1538,146,1,Rachel,Hey!
1539,146,2,Ross,"Hey I?m sorry to do this to you again but uh, is there any way you can look after Ben for a little bit?"
1540,146,3,Ross,I-I?ve got this meeting at school.
1541,146,4,Ross,"And-and he-he asked for his uh, ?Fun Aunt? Rachel, so"
1542,146,5,Rachel,"Ohhh! Well of course I will watch him! We have fun, don?t we Ben?"
1543,146,6,Ross,"Okay, I?ll see you later pal."
1544,146,7,Rachel,"Ohh, okay.  Wh?Ah-ha!  Wait a minute. Uh Ben, I can?t do it."
1545,146,8,Ross,What?
1546,146,9,Rachel,"I can?t let him go out that way, he?s got a meeting.  You?ve got something here on your back."
1547,146,10,Ross,What?  That?s great. That is great.  What did we just finish talking about Ben?!
1548,146,11,Rachel,Oh I
1549,146,12,Ben,What did we just finish talking about Ben?!
1550,146,13,Ross,"All right, that?s it!  Come?you?no! You are in big trouble young man!"
1551,146,14,Rachel,No! Wait! Come on!
1552,146,15,Ross,"Wait! No! Ben, come here! I am"
1553,146,16,Rachel,No you guys
1554,146,17,Ross,I-I-am?
1555,146,18,Rachel,EHHHHHHHHHHH!!!!!!! My God!!!!!!!!!!! Oh my God!!!!!!!
1556,147,0,Joey,I can't believe what I'm hearing here.
1557,147,1,Monica,What? I-I said you had a-
1558,147,2,Monica,Would you stop?
1559,147,3,Phoebe,"Oh, was I doing it again?"
1560,147,4,All,Yes!
1561,147,5,Monica,"I said that you had a nice butt, it's just not a great butt."
1562,147,6,Joey,"Oh, you wouldn't know a great butt if it came up and bit ya."
1563,147,7,Ross,There's an image.
1564,147,8,Rachel,Would anybody like more coffee?
1565,147,9,Chandler,"Did you make it, or are you just serving it?"
1566,147,10,Rachel,I'm just serving it.
1567,147,11,All,"Yeah. Yeah, I'll have a cup of coffee."
1568,147,12,Chandler,"Kids, new dream... I'm in Las Vegas."
1569,147,13,Rachel,"Ugh.  Excuse me, could you give this to that guy over there?  Go ahead.  Thank you.  Sorry.? Okay, Las Vegas."
1570,147,14,Chandler,"Okay, so, I'm in Las Vegas..."
1571,148,0,Joey,Oh man! They-they just redid my make-up!
1572,148,1,Richard,Just the last two pages.
1573,148,2,Joey,Alright.
1574,148,3,Richard,I found the picture!
1575,148,4,Joey,Picture? What picture?
1576,148,5,Richard,"Could you uh, could you lower your script? I need to see your face so I can uh, play off your reaction."
1577,148,6,Joey,"Okay uh, look I know you?re a great actor, okay? And you play all those Shakespeare guys and stuff"
1578,148,7,Richard,"Oh, thanks."
1579,148,8,Joey,But you?re spittin? all over me man!
1580,148,9,Richard,Well of course I am!
1581,148,10,Joey,You
1582,148,11,Richard,"That?s what real actors do! Annunciation is the mark of a good actor! And when you enunciate, you spit!"
1583,148,12,Joey,Wow! Didn?t know that.
1584,148,13,Richard,Great!
1585,148,14,Joey,Thanks! Okay-okay check it out!  Picture? What picture?  Eh?
1586,149,0,Phoebe,Hey!
1587,149,1,Joey,Hey!
1588,149,2,Phoebe,"So, I just came from the company Ursula works for."
1589,149,3,Joey,"Oh no, not you too!"
1590,149,4,Phoebe,No! No! I just went to pick up Phoebe Buffay?s checks; there were a lot of them.
1591,149,5,Joey,Nice!
1592,149,6,Phoebe,"Um-mmm,"
1593,149,7,Joey,"That?s great, but isn?t it gonna bother that people still think you?re a porn star?"
1594,149,8,Phoebe,Oh no! No! I know how to handle it.
1595,149,9,Joey,You do?
1596,149,10,Phoebe,Yeah.
1597,149,11,Phoebe,You?re trying to figure out where you know me from?
1598,149,12,Phoebe,"All right, I?ll give you a hint."
1599,149,13,Phoebe,From porn!
1600,149,14,Phoebe,Okay?
1601,149,15,Phoebe,Yeah your pervert boyfriend watched me in a porno movie!
1602,149,16,Phoebe,See?
1603,149,17,Joey,Yeah.
1604,150,0,Phoebe,Hey!
1605,150,1,Monica,Hey.
1606,150,2,Phoebe,What are you wrapping?
1607,150,3,Monica,"Oh-ho, look what I got Julio."
1608,150,4,Phoebe,"Yeah, it's a vase."
1609,150,5,Monica,"Yeah, just like the one in the poem."
1610,150,6,Phoebe,Well not exactly like the one in the poem.
1611,150,7,Joey,What are you talking about?
1612,150,8,Joey,It was a big deal.
1613,150,9,Joey,"I mean, come on you can?t tell me last night didn?t mean something to you."
1614,150,10,Joey,"I-I was there, you?re not that good an actress."
1615,150,11,Kate,"Look umm, I, I was, I was just caught up in the moment."
1616,150,12,Kate,That?s all it was.
1617,150,13,Kate,"Joey, I?m-I?m sorry you feel bad, but haven?t you ever sleep with a women where it meant more to her than it did to you?"
1618,150,14,Joey,Nooo.
1619,150,15,Lauren,"Hi, Kate!"
1620,150,16,Kate,"Hi, Lauren."
1621,150,17,Joey,"Hi, Lauren."
1622,150,18,Lauren,"Hi, pig!"
